42.9985,-81.2676,west,testPlaylist,spotify:playlist:34UHJKz3XG6h19KsGmhKJt,https://i.scdn.co/image/ab67616d0000b273f1ea3305aa003425dda05882,T
43.0036,-81.2679,western,Blues Rock,spotify:playlist:56dbowk1V5ycS5jW7DSvi5,https://i.scdn.co/image/ab67706c0000bebbecaa654b08f3fa87cbd6712b,T
